SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
SPEEDFAULT-HENRY,1018.2947242649582,1035.3885364264797,Optional[2.590776691634502],
